mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,spectral_centroids,spectral_bandwidth,spectral_contrast,spectral_rolloff,meanfreq,maxfreq,label
-424.4252625,164.3123322,13.52238369,-6.764230728,-17.85326767,-19.95329666,16.58825302,15.16106701,-7.283866405,-3.49480629,4.942527294,5.936874866,5.11408329,8.478065491,5.572161674,-9.017622948,-6.969560623,1.478981853,-6.526400089,-3.528352022,1229.871353,1338.820438,21.62116695,2023.778161,1229.871353,1772.862321,0
-450.6266479,107.8485947,25.903162,6.623176098,-2.424850941,-19.60274506,-13.32757378,-2.892370224,-1.898710012,2.214306355,-0.204003721,-6.520709515,-1.382918358,1.949043155,-3.440820932,-4.162871838,-2.130054474,-2.66721797,-2.540686607,-4.295443058,1595.689641,1392.188861,19.51448414,2933.488176,1373.035272,6533.366976,0
-466.5066528,191.1515961,11.58312798,6.89101696,6.224146366,-19.09652138,1.718366861,8.853774071,1.661340714,9.010455132,1.549759507,-6.154986858,-0.538062692,-2.70396924,-5.34981823,-1.673324823,-0.319625735,-1.564927936,-2.507220268,-1.151904345,1196.150374,1244.432656,21.2728738,2285.837573,1196.150374,2270.403379,0
-369.112915,132.4216919,4.981980801,-16.12623596,-8.263063431,-22.30259132,-19.60735321,-5.412077904,-5.251710415,-11.64512825,-8.610772133,-4.855501652,-12.86221695,-13.95662785,-4.243182659,-5.941200733,-9.722730637,-4.685650826,-5.660424232,-8.962188721,1448.478495,1208.336535,23.04635024,2669.558503,1448.478495,2755.7466,1
-525.633667,157.5426941,-50.2830925,16.94380379,-2.725247383,-25.36876106,22.20994186,3.414822817,3.105908871,11.74901676,-1.693599224,17.35250282,5.88609314,-8.742102623,10.49941158,3.328329325,5.533092022,10.68980789,-6.355877876,4.716614723,1905.788994,1809.513387,23.61149838,3599.132449,1905.788994,3446.099452,1
-467.6743164,178.3351288,-16.74108505,4.805388451,-2.173027754,-21.89402962,10.60495281,2.649418831,-3.712147474,0.787453175,-12.78230381,0.841933906,4.674791813,-11.97240448,-0.888892949,2.125888348,-6.575013638,0.87403971,-0.961350322,-4.763364792,1379.230808,1470.101839,20.75127167,2717.273801,1379.230808,2049.387381,1
-446.4330444,183.2433167,-8.606253624,1.73865068,5.258287907,-9.86131382,10.14688969,2.934532404,-0.394087285,2.956054211,-9.321500778,-0.624068379,6.430482388,-4.994961262,-4.803426743,0.029097391,0.444915414,0.967834234,0.147725016,-2.459558725,1169.434388,1301.382067,20.07805516,2118.666295,1169.434388,3524.56952,1
-657.6315308,148.5102997,-13.79120541,6.052467823,-8.907308578,-16.73977852,4.439343929,-16.81910324,-8.615305901,2.082569838,-11.08084679,-1.894221187,-6.667981148,-12.92336178,-6.881753445,-13.582304,-2.059674501,1.453014493,-14.67475128,-2.809737682,1834.921519,1476.925076,23.6646648,3049.032522,1834.921519,3727.158005,1
-474.7308044,145.8647308,14.27392387,7.184601784,-2.228651524,-25.60680771,-18.03064919,-3.235650301,-2.901809216,-19.99635124,-9.582273483,12.38994122,-7.604574203,-15.54445648,-1.967952251,-7.08717823,-2.440019131,-2.280875444,-14.15452385,-3.776283979,1494.858397,1217.528962,25.13688839,2205.895712,1494.858397,3587.51912,1
-520.6067505,153.9670258,-15.83189297,-20.86799049,4.775702953,-6.324901581,1.927834749,8.113039017,0.368614197,-0.682476282,-3.120400429,-4.413657188,-2.658646822,-5.869673252,-6.011667252,-2.953165054,-2.266418695,-1.909496903,-3.346145868,-1.615111232,1434.743203,1267.979646,22.66127544,2632.835211,1434.743203,2110.016749,1
-525.3616333,155.3966675,-39.34583664,-5.745494366,-13.50145721,-32.50468445,7.04136467,-4.435567379,-11.49120617,-0.836254716,-14.37800026,-2.821501493,-2.997687101,-20.65694046,-4.057038307,-3.611614227,-13.40209484,0.264019817,-7.241364002,-15.35494328,1663.381924,1519.558872,23.52041029,3131.222747,1663.381924,3003.070158,1
-441.5762329,120.5856247,-34.60439301,-16.26557159,-2.273487329,-21.15613174,-1.213341713,11.03191376,-0.020814441,-6.68422699,-1.052351236,1.39279592,-9.563158989,-9.634737015,-5.00732851,-7.620835781,0.948597252,2.4160254,-7.004218102,-4.646323681,1861.78323,1507.827248,22.66434091,3575.649528,1861.78323,2365.026162,1
-396.5365295,120.140892,5.277166367,-7.670839787,-8.370168686,-22.34199715,-1.878678679,10.70803833,-6.830414295,-12.77811813,-4.207239628,-2.832664967,-12.37537098,-20.11924171,-11.33824921,-2.030727148,-7.340889454,-8.701004028,-5.607662678,-10.19215679,1465.080045,1346.723501,23.86862709,2772.983285,1465.080045,3803.013334,1
-520.8602295,156.0668945,-17.68789864,38.41885757,9.426099777,-15.99412155,27.46558762,2.251368999,-3.201887131,14.0901556,0.641643763,11.9371357,8.653096199,-1.33061111,13.92743587,1.232023239,-4.011275291,6.88899231,-6.359755516,-2.209856272,1722.011492,1935.255121,20.34046931,3914.153343,1722.011492,2952.13548,1
-378.2522583,109.1369247,13.13236427,5.814071178,-13.38572025,-28.61232758,-1.933843255,5.64136219,0.124082968,4.283783436,0.966426551,3.026614904,3.371006966,-8.116587639,-4.862457752,2.841652393,-2.103456497,-3.069867373,-3.068099737,-6.303219795,1177.073614,1368.346583,24.39311868,2229.128815,1177.073614,1763.775754,1
-427.6363525,137.4615173,-2.030669689,0.937827885,-11.67895508,-18.11179733,6.35934782,0.665691733,4.328578949,7.149644375,-4.410280704,6.702471733,6.919358253,-1.889007807,4.901823521,0.848475814,0.61531055,7.22018528,0.573829174,1.014514089,1681.814779,1650.28228,22.0578444,3425.009084,1681.814779,4380.615671,1
-381.5920715,180.3718567,-25.06464195,7.380656242,9.150266647,-6.580947876,24.28411102,10.75419235,3.218665361,7.080127716,-6.071848392,3.903651237,2.205348015,-7.820425034,4.252415657,0.944320679,-3.085483074,1.948446512,-2.92199111,1.137905002,1299.179414,1521.156959,23.75928563,2763.989826,1299.179414,2016.720355,1
-451.4842224,105.9384308,-10.28308582,-18.07420731,-12.87299252,-15.35873318,-3.102320433,-1.70577538,0.356596142,-1.039601445,-9.876131058,-0.859822631,0.561872125,-13.16605854,-8.57151413,-3.811815023,-8.867875099,-4.623515606,-6.109843254,-13.21687698,1775.29392,1471.199223,23.07714272,3229.651163,1775.29392,2580.113214,1
-441.443512,147.2418976,-23.93857002,5.382666111,3.226287365,-18.23645973,18.16708565,13.48748016,-1.494715929,4.127485275,-9.408524513,-2.975834131,5.787322998,-14.35153389,-15.30909252,-6.994279385,-8.204658508,-2.65844512,-7.277121067,-10.9045229,1795.665447,1560.330692,25.22651246,3311.091933,1795.665447,3384.893809,1
-520.2639771,97.51733398,-7.980386734,-12.806427,-0.054235537,-19.97028732,-16.69701004,1.589933991,-2.335780859,-7.630713463,-1.859828591,0.514230013,0.073182367,-1.045092702,-4.793254852,-5.858908653,-3.778840542,-2.219416618,-2.40247345,-5.821506977,1872.250663,1519.039087,21.99088361,3606.37718,1872.250663,2901.229049,1
-445.5350952,133.3198395,-22.44908714,-7.476890087,4.259051323,-23.28926468,-7.805889606,8.118151665,-2.087463856,-8.229560852,-2.14385438,-0.462680012,-9.994644165,-8.612093925,-4.340159893,-11.63868237,-4.947469234,2.168774128,-9.363869667,-9.290929794,1548.708544,1439.749389,23.44917793,3134.970022,1548.708544,2493.936177,1
-518.99823,149.7626801,-21.74748039,28.26359177,0.09910664,-21.14036179,22.49544907,0.977008581,0.220990106,15.74716759,-2.927474022,6.115404606,5.707970619,-6.312733173,2.027924776,-4.958086967,-0.587896764,8.705807686,-4.926294804,0.795018911,1754.946744,1856.866595,22.76216168,3584.892805,1754.946744,3753.611305,1
-379.6063843,152.8752594,-41.99597931,19.07686806,5.089527607,-19.59500504,19.65475845,3.058586836,6.17924881,17.75351715,-1.614506841,10.66716194,7.67537117,-3.715695381,10.06973839,0.535744905,1.911380053,13.16553211,-3.739611149,-1.335031509,2019.894633,1912.002116,23.35015701,4219.181504,2019.894633,3346.691814,1
-433.6341858,149.9459686,-45.41397858,28.41673088,6.201928616,-23.96419525,19.81353569,-2.658207417,-0.801341772,14.55341911,-7.887223721,6.790039063,7.612483978,-9.495764732,2.406527042,-3.999821901,-7.114911079,2.580340862,-7.83634758,-6.623380184,2189.273341,1871.188948,22.63761737,4262.899709,2189.273341,4923.857348,1
-507.8109741,153.6155701,22.75177002,-5.779051781,-6.551714897,-14.66590405,-10.98897648,-7.82822752,0.075156011,3.675787687,-3.831606627,0.283977091,2.414375305,-5.748655796,-3.893717051,-4.083310604,-6.794906139,0.69766438,-1.958053946,-10.80433464,1442.670438,1257.538306,21.79398894,2600.109012,1442.670438,2945.889347,1
-436.1289063,167.4529419,-8.321790695,-1.242225885,7.27523756,-14.5699234,4.894217968,10.26306057,-0.737712741,-4.500192642,-7.259716988,6.850056648,7.415735722,-10.85726357,-1.714878559,6.457990646,-3.884319067,-3.587934732,-9.346727371,-13.00682735,1357.747612,1438.648648,22.85270095,2896.893169,1357.747612,1717.178817,1
-482.5291443,142.6877289,-58.36246109,-42.11978149,4.792757511,-13.76946545,-11.19277191,-6.449432373,-15.44531536,-6.092039108,-0.575083613,-7.493469238,-10.81297016,-9.499464035,2.655875444,7.860202789,-7.724543095,-14.78485966,-12.06902599,-13.68407345,1665.707664,1065.855951,24.58938487,2592.784926,1665.707664,2053.071248,1
-600.6834717,144.581543,2.944402695,-3.334661484,-3.859262228,-20.34519386,-10.41540051,1.156764627,3.13322401,-9.722248077,-11.32926559,2.76897192,-4.896914005,-7.583213806,2.375152588,-5.068578243,-5.23335743,-0.569754958,-7.161511421,-4.60380125,1493.212716,1481.963281,21.84917395,2875.158975,1493.212716,2140.633161,1
-439.8916016,153.4943695,-40.90380859,-16.89278412,8.348584175,-24.93987846,-10.81436729,0.390032321,-13.91701984,-10.23701572,-2.302785158,-0.780706227,-2.324666023,-3.219820738,-1.088450193,-11.75225639,-15.79996872,0.74461472,-1.999477744,-13.79555798,1819.628869,1396.850959,25.94163571,3454.987282,1819.628869,3117.433388,1
-300.4480591,212.8643188,-24.59841728,30.47082901,10.22836113,-27.08419037,20.634552,4.638294697,-3.960377693,11.90480328,-6.7718606,4.051344872,8.352372169,-10.48891163,1.687980413,3.25890851,-5.413384438,0.896557689,-3.916821003,-5.069119453,1107.215713,1418.681639,21.40136402,2154.682958,1107.215713,1546.377587,1
-290.7403564,165.2963257,-35.93086624,18.70189285,-6.400038242,-34.37487793,17.01100731,-1.409265399,-11.5960207,5.866686821,-9.920845985,-2.833849669,3.997935534,-8.874592781,-8.498021126,-11.70149326,-9.239803314,-3.783382893,-9.82772541,-7.57526207,1830.766922,1761.754778,24.69741731,3614.371366,1830.766922,2685.65006,1
-599.0664063,129.1776581,9.811970711,-2.399511099,5.821013451,-8.77073288,-2.126327753,8.454992294,1.011236191,-4.994432926,-3.704379797,-4.704191685,-9.734818459,-13.11632156,-13.36188984,-12.39194012,-8.40216732,-6.828098297,-10.67385864,-8.967679024,1471.73472,1387.799399,23.09331706,2939.861919,1471.73472,2841.421115,1
-494.3813782,165.4952393,-69.24277496,22.72907066,11.3967762,-20.43685341,22.94286728,-4.75931263,-2.309742928,14.15328693,-7.686366081,7.359336853,4.250151157,-6.37747097,8.817788124,-5.215040684,-1.932195187,11.24878883,-6.117853165,-0.796108365,2177.20564,1888.253196,21.87534436,4359.329578,2177.20564,2812.6669,1
-456.8044434,144.6518555,-3.729266644,33.16263962,18.79315758,-20.91577911,13.17388535,21.50033379,4.744586945,2.662120104,-1.691729546,4.719305992,7.598521709,-2.57087326,-2.103861809,3.203830242,3.249796152,-2.72760272,-4.809488297,2.662160873,1305.674111,1594.16314,22.74605364,3120.48056,1305.674111,2401.421427,1
-389.0299072,148.8085022,-41.4451561,19.36746025,-2.537893057,-23.55700302,19.36771393,-5.852550983,-1.694916725,13.50676727,-14.87756538,-0.481867671,9.096195221,-4.850230217,1.355175376,-6.4067626,-1.467065692,12.35734844,-4.353848934,-5.651164532,2066.806799,1812.814528,24.54576668,3754.51944,2066.806799,4461.764525,1
-456.5065613,180.2602539,-63.429039,7.624197006,-8.718987465,-32.02534103,21.06815147,-9.115980148,-12.63559818,11.54335594,-10.84616947,-1.757456303,3.80786705,-4.956194878,7.798476219,-2.238904715,-4.946195126,6.266944885,-3.009428978,-0.02152852,2024.114951,1684.773895,21.82408253,3765.01181,2024.114951,3135.386561,1
-444.463501,135.5103149,6.338689327,-15.88236427,-1.728601217,-11.16606045,-9.747348785,2.473879576,2.651781797,-1.876843095,-0.683888137,1.104388475,-2.247404099,-5.385495186,-5.476260185,-5.785527706,-2.686803341,0.536894739,-4.274874687,-7.279982567,1198.645024,1141.021565,22.27800901,2260.855741,1198.645024,3101.656067,1
-378.3551941,135.4058533,-16.4848671,-9.089756012,-9.538985252,-24.62268257,-5.588497162,-9.408626556,-13.65396404,-7.56000042,-13.75115871,-7.459997654,-1.733900547,-8.944999695,-10.14935493,-12.21782398,-10.6760149,-5.802405834,-10.48127651,-8.048771858,1475.259702,1450.322483,22.00508907,2866.165516,1475.259702,2242.503004,1
-390.8265686,185.0600739,2.886451244,-17.32520485,6.665674686,-7.707346439,-16.90207291,-9.961610794,-1.439673781,-5.381819725,-9.610454559,-0.698251903,-2.600938559,-11.87220478,-10.85225868,-11.27478218,-11.24086189,-10.31808758,-13.51760578,-8.543426514,972.7351608,1035.263417,24.05858239,1576.103743,972.7351608,1493.755903,1
-479.1683044,158.5365448,5.986982822,10.41212749,14.05692387,-20.13577843,-14.95794296,9.631025314,10.32133389,-9.314573288,-8.186822891,1.325323701,-13.78893566,-15.64700603,-6.562669277,-12.25848484,-4.841465473,-0.82316643,-14.81064606,-13.69824982,1147.025503,1247.121753,24.76304948,2277.093932,1147.025503,2093.859321,1
-614.4796753,164.4876099,1.504663825,-0.50964427,0.313861847,-11.96610546,2.036652088,-4.780527115,-6.157369614,0.183150247,-9.017720222,-8.0772295,-6.741892338,-9.493803978,-5.490400791,-10.13756084,-8.90557766,-1.407204747,-9.481477737,-12.45621586,1434.938085,1397.141637,22.62962007,2815.085018,1434.938085,4646.679643,1
-444.4184265,160.1279144,-64.46386719,41.81240463,17.54426575,-26.37168312,35.84641266,11.9091568,1.279991627,25.00295258,0.42352286,6.061476707,12.84861565,-2.102118015,7.451071262,7.751847744,7.123902321,9.249248505,-2.16748929,4.269324303,1794.598105,1992.605947,24.29606748,4445.766715,1794.598105,2848.956011,1
-420.1157227,133.9582825,-15.09656525,-18.41800499,-0.388437241,-18.18951225,-5.588152885,6.686705589,-7.671669483,-7.722895145,0.13271375,-4.777496338,-6.74580431,-3.411819935,-4.913140774,-7.367986202,-5.641119957,-5.02031374,-10.49645424,-12.43002224,1552.055348,1449.858284,22.78120904,3164.448583,1552.055348,2287.734169,1
-469.6797791,136.9753723,-7.603872299,-0.804078519,7.688484669,-27.19156647,-20.83064651,0.081196524,-7.918202877,-16.14337158,-5.074085712,-3.197172642,-16.61519623,-13.67962742,-8.599431992,-17.53930092,-11.3369503,-3.261113405,-12.86686039,-12.86936283,1607.273331,1370.77694,23.18180883,3047.78343,1607.273331,2414.269266,1
-322.2870178,160.4700775,-14.70732117,15.82257557,8.892035484,-13.01931763,13.19543648,3.699463606,2.023478985,10.81574917,2.073631763,8.209834099,-2.340662003,-14.53306961,3.664252758,3.462911844,-3.401623487,3.326170683,-1.786305189,-3.921352863,1520.917176,1653.930032,21.97467672,3142.71439,1520.917176,2699.350883,1
-441.3328247,171.9171448,-67.77376556,37.47642899,8.652135849,-26.81109047,29.24525452,-3.214344025,0.482499599,16.0059948,-13.67787933,9.378426552,7.394480228,-11.86872387,9.19542408,0.097412802,-2.192022324,8.23783493,-7.007844925,0.850020826,2304.07914,2045.057693,21.3842935,4826.240007,2304.07914,2915.517325,1
-487.5391541,189.4250183,-47.53282547,-7.313567162,18.63997078,-0.994033337,21.22946548,13.72500038,7.338141918,12.01620483,3.355903149,10.98530769,6.787746906,-3.59220624,6.586020947,3.405104637,0.643390954,6.333627701,-1.171809793,-0.055568561,1127.516876,1338.843854,21.39517976,2213.140443,1127.516876,1627.556685,1
-455.4888916,156.7784882,33.31619263,7.857397556,2.858658075,-7.185843945,-3.029005051,-4.484835148,-5.446538925,-3.833422422,-5.976611137,-3.360014439,-1.119500518,-0.761062264,-1.569584727,-6.270633698,-5.797891617,-5.092690468,-5.578429222,1.743840694,1123.718759,1340.663761,22.11302415,2072.492733,1123.718759,1826.691446,1
-397.6862488,194.9534454,-66.0144577,25.85410118,-1.181102276,-27.55881119,21.70573997,-15.09117126,-4.467423916,5.85945797,-20.93710899,13.38792706,5.276064396,-14.25158405,11.93849659,-4.215624332,-6.047708511,8.00762558,-10.04931831,-3.208091021,2034.400561,1908.367509,21.82037574,4273.533951,2034.400561,2536.134427,1
-395.221405,173.7821808,-33.13084412,4.532896519,10.75647926,-12.71785259,23.03690529,9.925925255,-6.818457127,14.17731953,4.388142109,-3.949687004,6.272322655,1.851970911,-0.788600743,1.700579762,1.954678059,2.876873016,0.183930472,0.012987019,1506.883081,1593.316381,21.24678502,3294.948269,1506.883081,2585.565626,1
-413.3458252,144.9193115,-19.83574677,-11.88665771,-8.104463577,-30.76808739,-8.625299454,-1.659673214,-10.49211025,-7.481947422,-9.992089272,-8.53521347,-9.06511116,-14.22422886,-7.689450741,-8.308908463,-11.7268877,-3.508806944,-6.93538332,-12.01208115,1744.424689,1358.781384,23.31756076,3023.551054,1744.424689,3135.825357,1
-428.1503296,187.1744995,-26.81867027,14.08839607,-1.621640205,-21.06947327,18.7737751,2.884186029,-1.16304183,-1.365278721,-14.48266888,12.36569118,6.423680782,-12.16457939,9.533507347,2.981525898,-8.30917263,2.017388821,-3.339304924,-2.011881828,1456.160394,1542.039451,22.89888331,2780.228016,1456.160394,3318.869946,1
-543.0318604,141.7486877,-3.504110813,-29.91724205,-1.811978817,-9.603601456,-12.33162594,6.605363846,-1.622336745,-22.05770683,-11.46107864,2.282848358,-8.73119545,-15.11600685,-7.671627045,-9.492129326,-14.58404922,-10.33829021,-8.97286129,-10.8748703,1419.180936,1155.138516,22.608377,2409.747456,1419.180936,2357.877653,1
-552.5141602,177.4634247,38.03924561,29.40964699,19.74674797,8.556736946,24.44215584,15.16624928,8.325948715,9.183442116,-1.050219417,6.354138374,12.35652161,3.99805665,4.339560986,0.464456975,-3.418200731,0.830954671,-4.189622879,-4.940476894,464.1460223,1037.710711,19.25118148,691.497093,464.1460223,2108.155355,1
-473.1664124,127.5107574,4.75681448,-11.17662621,1.269100547,-0.556601465,8.91842556,15.21281052,8.348442078,-2.810078144,-6.807734013,-4.56949091,-9.842884064,-8.244474411,1.232180476,-5.761164188,-8.966952324,0.104535416,-6.027282715,-9.15059185,1317.208317,1377.404261,21.54010376,2506.177326,1317.208317,1828.557405,1
-468.6724243,147.5296326,-12.43637562,-3.85457015,13.44759178,-2.648994446,3.435998917,-1.353971243,-8.741340637,-3.015349627,-0.128285453,3.271175861,-1.161671162,-4.918921471,4.033414364,2.49378705,-1.33822763,4.522611141,0.99619931,-2.250107527,1469.282966,1613.678981,20.67009708,3137.218387,1469.282966,2606.760894,1
-291.6497803,206.8139191,-36.12177658,20.97912407,8.944436073,-17.77638817,22.64639473,5.407934666,10.80615044,14.73886681,-20.51139641,-4.085986137,4.539904118,-9.351589203,4.37361002,-0.93247956,-5.324878216,4.6615448,-0.687103033,4.323319912,1291.503894,1533.92825,20.47687554,2687.79524,1291.503894,1635.111697,1
-323.60672,170.4052429,-3.570007324,-19.26506805,-17.67057419,-17.90068054,6.08281517,-0.515709758,-1.659846187,10.03800678,-2.506821632,-5.695082188,-1.833343267,-8.379808426,-1.915557265,5.238503933,5.838942051,8.55766201,0.426600277,-3.653804541,1301.303644,1261.541625,21.53698025,2161.178234,1301.303644,1870.336085,1
-519.9425049,154.5470734,10.85802174,-7.606707096,-3.159754515,-18.99615479,-9.518800735,-1.433541894,-6.226807594,-2.288549662,-0.245923862,-2.92949748,0.20231317,1.502914667,-5.84624815,-9.597774506,-1.470337033,1.637322068,-5.786836624,-5.154245377,1391.198718,1134.693774,22.0151924,2445.734797,1391.198718,3842.518394,1
-598.2615967,144.8323364,25.31863022,-21.41179276,-8.644423485,-3.59207654,-9.563436508,-5.626145363,-1.017882228,-3.695294619,-4.6807127,-4.665320396,-7.767232895,-8.007157326,-6.091544628,-7.87883997,-9.830607414,-8.593271255,-6.515619278,-3.883857727,1099.12247,1137.094308,21.75797705,1866.392624,1099.12247,1453.151192,1
-281.3341675,169.0137939,-15.66630268,-2.867902756,5.993320465,-14.88813877,13.88423538,19.83309174,2.402076244,2.998606682,-1.206177354,-5.646509171,-1.532101274,-0.367775232,-1.731815338,-2.346641541,0.742641389,0.15429908,-4.740232944,-0.47058174,1180.300166,1197.575023,22.13410851,2006.540698,1180.300166,2028.770575,1
-296.2187805,131.3778687,13.65045547,-9.967336655,-11.50374126,-15.3111124,0.061638597,13.64191151,16.61991501,7.220935822,-3.266439199,1.534591436,4.806685448,1.726094365,4.132799625,6.530953407,5.566464424,2.314771652,1.038729787,3.90766573,872.4552609,833.0555123,22.29281452,1558.616461,872.4552609,1581.545987,1
-544.6083374,111.2522964,2.244152546,-7.68204689,1.254698515,-17.765131,-12.4962635,6.192029476,0.628941536,-9.750455856,-6.288256168,-1.738583326,-4.798814774,-9.143990517,-7.953599453,-5.467328548,-6.150312901,-3.898030996,-0.482720375,-4.755147934,1419.805597,1348.108551,22.78453081,2747.751635,1419.805597,3235.714554,1
-385.6968384,134.9856262,-3.422023535,1.989681959,-2.923695564,-12.6621809,4.691009521,-11.80128002,-10.53218555,10.95547581,-3.209942102,-8.174738884,-0.23194322,-8.196578979,-6.238481045,-4.508980751,-8.615653992,0.420886457,1.398657084,-6.228540421,1651.87047,1672.169003,24.09835618,3505.744485,1651.87047,2461.034601,1
-268.4766541,151.4547119,-20.66531754,15.06332684,6.416995049,-11.57456779,19.2094574,3.839043856,-3.257696629,4.585730553,-3.759489536,7.325534821,5.621096134,-3.795221567,4.671883583,-1.211264133,-0.604896188,6.366426468,-4.297917366,-1.096355557,1621.934271,1780.2239,20.53565179,3650.345203,1621.934271,2241.139253,1
-274.7445984,176.2046661,-9.461634636,1.506899476,-10.19080734,-13.84378815,10.73140717,-11.29829407,-1.133802533,12.96532059,-6.4083004,2.903954744,-0.995247006,-13.81079578,-1.180748463,-9.292533875,-10.06694889,5.077823162,-3.675453424,-4.266299725,1276.831256,1501.749598,24.04397109,2202.148438,1276.831256,1970.773774,1
-434.7516174,151.6402435,20.40266609,6.982941151,2.746394634,-5.495970249,2.642725229,-7.24208498,-9.049175262,0.819310784,-2.817137957,-5.774851322,-5.701256752,-6.961397648,-5.038099289,-1.178469419,3.500391722,1.440233707,-3.75401473,-3.005721092,1146.897602,1343.294005,22.52542135,2132.19931,1146.897602,2293.682642,1
-412.1946106,112.3697586,-31.73019791,-8.068525314,-5.89910984,-25.55825233,0.93753463,2.960920572,-11.56021214,-12.01152325,-9.555375099,-0.519610167,-1.823433042,-6.915279388,-1.797509909,-5.182573318,-6.123882771,-3.642691612,-10.50258827,-7.564650059,1944.150824,1561.528794,23.02351169,3604.378634,1944.150824,6742.490041,1
-683.5896606,79.38739777,7.794459343,0.388663888,-2.112532139,-11.667943,-3.65835762,3.266082287,7.420851707,7.3101964,-5.112551689,-6.030291557,-0.47149691,-11.36781979,-14.65298462,-3.224926472,-1.501546502,-3.535885811,-2.408202648,-4.898501396,2272.757685,1698.142573,20.65352594,4042.559956,2272.757685,3347.733254,1
-484.1958618,158.3998413,-10.34375572,1.115436435,-13.9465313,-27.23203087,2.609614372,-5.914971352,-8.299518585,-3.428280115,-12.31386471,-3.653233767,-5.634836197,-10.39160919,-3.338461876,-11.84775066,-9.932277679,-3.177047968,-14.00155258,-11.32886219,1529.933253,1480.706401,23.34297373,2902.139353,1529.933253,2396.801758,1
-488.3778992,171.1446533,-55.13037872,12.36654663,5.029771328,-30.74842262,19.75762749,1.106960297,-18.98259163,-0.201996163,-13.714818,-3.97943449,-0.083541624,-21.74843597,-0.564318657,5.254930973,-17.82444954,-8.955899239,-7.857580662,-18.20772171,1864.271316,1699.916074,25.20823532,3856.445313,1864.271316,4261.829161,1
-498.1977539,155.5347748,17.88207626,-5.068909645,6.391354561,6.472769737,10.67943096,10.60310364,11.48063755,6.116737366,-2.472745895,4.464932919,6.322302341,0.033945117,3.420494556,4.306314945,3.700259686,2.979712009,-7.118103981,-5.641225815,1006.557344,1208.657364,22.46825163,1828.670058,1006.557344,2706.389238,1
-355.226532,169.255249,-50.50950623,20.86114883,7.893111706,-17.14093018,28.65954781,-1.312870026,-4.810272694,20.73620796,0.071466997,3.742083311,2.290539265,-10.72410583,2.302582264,-3.269902229,-0.05834714,9.586941719,-14.80378819,-10.35652542,2020.776891,1733.533518,22.9279595,3729.287791,2020.776891,3398.409272,1
-328.2999878,213.2719727,-68.15114594,7.075074673,20.31591606,-20.49932671,17.22865295,4.521859169,-8.335067749,0.077059701,-13.90802479,0.419051677,3.673180103,-11.35123253,1.161096334,1.155717254,-5.209379196,-2.772054434,-8.130831718,-1.06661284,1561.759313,1423.418285,22.74351438,3105.491461,1561.759313,2141.212062,1
-360.9002991,132.4564056,-34.61229706,0.97202903,4.385205746,-16.27452087,5.667890549,2.404292583,3.846810102,7.930000782,0.238586724,10.30915165,3.538512468,-5.151355267,7.95203352,1.785918951,-1.661087275,5.852585793,-2.025610209,0.867256284,2126.440289,1718.74986,21.63596484,3919.899164,2126.440289,3755.33931,1
-356.1932068,161.2457123,-56.75837708,-7.112957954,13.57924271,-27.06079483,3.724768162,6.005474567,-13.80904579,6.937780857,5.90744257,-3.617939234,4.990124702,-3.456489801,-7.213964939,-1.100861788,-6.546756744,-2.098150969,1.409792304,-8.36302948,1838.657883,1520.080053,22.98799714,3630.359738,1838.657883,4529.189595,1
-587.9249268,120.5705643,-29.91800117,39.5441246,-7.006214142,-32.20954132,23.92263603,-0.614005208,1.707452536,19.96688652,-6.672418594,2.548713684,4.949527264,-4.15773344,9.877968788,-1.004052043,-3.216354609,8.324296951,-3.161849737,-0.203873038,2671.46807,1913.136385,22.8728652,4268.395712,2671.46807,5022.927417,1
-343.5077209,183.0732422,14.65482807,-8.349957466,-0.87675637,-17.36206627,-15.28336811,-6.086789131,-7.694287777,-17.58478737,-11.8619566,3.866918325,-8.820209503,-22.20398712,-9.756998062,-5.630170345,-10.5456562,-9.736916542,-9.931406975,-8.892915726,969.60549,979.5938558,25.26000888,1596.838663,969.60549,1979.52424,1
-612.956665,152.3139648,31.51319885,22.83129692,15.06735992,2.41312623,9.169306755,4.210406303,7.38985157,8.024096489,-3.529314756,4.201500893,11.85138702,7.022357464,4.661638737,-2.655854225,-3.699805021,6.307184696,8.138710976,3.367260456,880.0494806,1364.514591,20.48175709,1788.948946,880.0494806,1476.505604,0
-581.7711182,101.2329483,57.4732933,33.18283844,14.58463955,1.835854888,1.367448568,1.061784267,1.999298334,6.40457201,3.508790255,-2.219574213,-2.208735466,-2.549194574,-5.747129917,-7.425768375,-4.926328182,-0.277577311,-1.841490626,-8.106615067,1384.158447,1242.386981,20.28521425,2764.989099,1384.158447,3553.987281,0
-588.0842285,72.97648621,32.23417664,14.22867489,8.897984505,-0.977175176,-3.577680588,4.977249146,7.102891445,0.907405376,0.159841955,2.62014699,-0.580973506,-3.25758481,-0.707195878,-0.945419669,-4.607595444,-3.348546743,-0.065013163,-2.606059074,1971.244787,1559.829008,19.43922088,3700.059048,1971.244787,3561.161747,0
