mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,spectral_centroids,spectral_bandwidth,spectral_contrast,spectral_rolloff,meanfreq,maxfreq,label
-432.9046021,103.9252167,-8.306607246,-3.413655996,15.6496954,-5.161537647,-4.645680428,8.153918266,-2.665343046,-14.75782871,-10.91363049,-6.334501266,-4.288915157,2.577094555,2.665696859,-8.593730927,-8.616206169,4.366558075,5.06755352,-4.867598534,1902.333335,1507.504354,19.41270269,3538.783482,1548.410854,6786.63733,0
-481.8546448,114.101181,26.04685783,11.85812855,22.65012741,7.729915142,-0.757250369,7.870301723,7.325489044,-1.305848122,-5.499890327,-5.834693909,0.773279548,8.717998505,3.056997538,-4.699516773,0.484344065,1.530312419,-7.612370014,-6.917176247,1454.295425,1550.760457,21.23195694,3062.522711,1454.295425,3143.226639,0
-451.8405457,139.8967743,-25.82773399,-8.130566597,7.835321426,1.06196928,3.735777378,-7.727402687,2.955677748,6.876822948,-4.263372898,-1.255443096,-8.386095047,-3.739632607,9.222193718,-3.810629368,-3.470085621,7.326937199,1.763219476,-0.870129645,1895.385413,1682.841726,22.02266612,3783.248547,1895.385413,2688.711992,0
-453.4963379,129.85112,31.7353611,27.42983055,22.11007118,2.132018805,0.561877966,4.359244823,4.343288422,-12.56326675,-20.30825043,0.236309454,5.770941734,-2.941602707,-0.520831585,-0.52503556,-2.101320505,-0.994164884,-1.741289616,-0.521499395,1516.70828,1461.669299,21.93365749,3127.975109,1516.70828,3703.21859,0
-397.0072021,185.3204346,15.19256496,-23.24835396,6.976651669,-13.63778687,-38.88489151,-11.73387337,8.947398186,-10.11587811,-18.68915367,-3.939352989,-0.203974083,-2.538347244,6.094755173,5.819492817,-8.464879036,-9.985687256,-0.313182473,-2.71779561,1110.061932,802.2057649,21.84311562,1831.667878,1110.061932,2269.029249,0
-415.0716858,119.395401,12.35834122,13.84889603,11.73120594,-3.976248741,-0.105218485,-2.764672279,0.13122116,2.243401766,-5.735114098,-2.360298395,-0.8791641,-3.959606647,-0.202930585,-2.02086997,-1.277435899,4.429381847,1.677074671,0.46997124,1204.93266,1360.583891,19.46467273,2374.523074,1204.93266,3241.793138,0
-377.3601074,187.9960327,2.997622252,2.535381556,5.689394474,-8.300683022,-7.324153423,-12.89894104,3.475003242,-1.023824215,-18.32272911,-1.632021666,-3.29918623,-9.281786919,8.299732208,5.562468052,0.912604153,7.845655918,2.133265257,-4.462318897,1175.811626,1292.277826,22.03721774,2029.602051,1175.811626,2372.843383,0
-457.2781372,112.4892731,14.13288593,12.44154263,-3.79228735,-23.74474716,-8.075695992,0.67266351,-0.046789557,-4.437730312,-6.10707283,1.91016829,-0.471392632,-4.952084064,-2.981247663,-5.24742651,-2.352618694,0.760567427,-2.413079023,-3.864386797,1734.263908,1542.377068,20.43390029,3365.302507,1734.263908,5172.125376,0
-517.184021,114.0095367,48.70944977,4.465579033,-7.201599121,2.854265213,9.176121712,2.986481905,-2.341268301,-4.468648911,-3.845463276,-2.013435125,-5.085191727,-7.460468769,-7.039432526,-7.204703808,-4.030352116,-0.810259461,-0.539665341,-0.197903961,1643.440826,1322.666196,19.63425639,3028.297602,1643.440826,6422.161061,0
-609.3665161,115.3172226,28.73046875,14.2050209,0.7541067,-18.28582764,-10.30384922,-2.644662142,-3.217363358,-2.097067356,-3.323717117,-5.182619572,-6.679802895,-6.19143486,-5.952419281,-8.862901688,-4.98815918,-0.184881136,-4.492922306,-5.589348316,1847.665359,1584.25592,19.92310839,3616.120094,1847.665359,3374.772034,0
-471.7396545,85.75337982,34.83110809,21.14716721,-3.391531467,-17.48138618,-10.63678169,-2.833701134,5.494354725,-4.298638821,-12.61091614,0.224281713,-3.401279688,-10.60331821,0.700890899,-0.539274931,-7.041056633,-1.452469468,1.814375043,2.415247679,1936.734005,1544.547799,21.52856223,3491.460756,1936.734005,6008.434414,0
-503.3019409,175.725647,31.64148712,-3.17057848,-15.88256836,-35.25322723,-21.68178558,-8.616880417,-8.392310143,-2.353013992,-0.668108165,-6.989894867,-13.42928791,-13.52908134,-6.096041203,-3.414743185,-5.346103668,-3.625538588,-3.477118731,-2.334135056,1125.096464,1052.273921,20.98508081,1847.156613,1125.096464,3327.796622,0
-486.4667358,131.0995789,0.301901162,11.86892986,-8.63360405,-15.73516083,3.145661116,-18.94440079,-19.87282372,-14.38811493,-13.70919418,7.556357861,-2.334711313,-12.70641232,1.093058467,-5.478330612,-3.647321224,-0.015906211,-10.31577969,0.953619897,2169.164082,1562.317671,22.31086262,3714.98494,2093.495568,6778.285452,0
-472.8227844,59.12264633,5.862420082,21.19877052,7.413361549,5.18781805,-1.542490244,0.224684238,5.923814297,-2.40432477,2.312843323,-0.836069167,-1.054055452,0.783525467,-2.79981041,-1.051963925,-3.062432289,0.671461165,-0.718298316,-3.352431297,2512.599082,2500.147907,20.99520515,5196.607802,2512.599082,6591.024368,0
-418.5258789,125.3935394,-4.426231861,-2.539461136,8.522199631,4.500678539,-14.71822548,-20.5676918,-3.787148237,-9.902090073,-9.242649078,-5.737695217,-14.36371994,-5.225595951,-0.121724032,-7.065995693,-5.406252861,-0.239875644,-0.841076791,-5.436869621,2044.686664,1636.531749,23.0503891,3559.488932,1991.871879,9812.95698,0
-447.2825012,128.1204987,18.62823486,26.12615204,15.26333237,6.405322075,5.093706131,6.303864002,-5.55428648,-11.23843956,1.99284184,-8.245278358,-3.706457138,5.061873913,-1.980637789,-2.119295597,-3.284062147,2.008578539,-2.319578886,-6.110803127,1878.347072,2299.143208,23.28280365,4248.34866,1878.347072,5534.653066,0
-431.157135,141.4584656,5.491869926,36.43325424,20.10291481,11.32560921,4.233922958,7.033524036,-1.521306515,-11.48381519,3.478821754,-10.06146145,-2.316843271,2.098255873,-6.363840103,2.458907843,-0.867305338,3.434981346,-1.167013884,-4.741041183,1714.321602,2153.249384,23.49040796,3801.835626,1714.321602,5158.94128,0
-498.2052307,116.6110535,8.445889473,25.45908165,5.329999447,8.899348259,-1.185173392,-12.85269737,11.222188,-6.072199345,-12.25613499,-4.944394588,-14.85146713,-0.581139266,4.53757143,-7.024686813,-7.77472496,-4.10657692,-2.126875401,-4.100621223,1649.627352,2016.039765,23.21138931,3460.699857,1649.627352,4300.181847,0
-481.9466553,110.4286194,-9.014797211,19.48638535,8.501504898,11.47455215,1.080812931,-2.579512119,4.514984131,-11.29274464,-7.232205868,-5.103623867,-2.597401142,-2.191126108,-2.518737793,-0.087838136,-4.914833546,3.386707306,-0.36871314,-4.120341778,2246.594824,2139.217124,22.23357311,4386.529738,2246.594824,6073.947587,0
-448.1307983,82.51872253,4.993994236,16.74623871,24.76337814,10.72434711,-2.781297445,1.81115067,4.71475029,-3.509207249,-1.316380143,-3.819129944,-6.51829195,-1.848438263,-1.921822906,-3.120905161,-1.092910647,0.485226303,-4.431950092,-4.806586742,1955.907632,2245.388776,22.39376168,4259.027525,1955.907632,4675.367437,0
-557.5979614,159.7293091,-14.54172039,21.65217018,13.19998169,-8.335641861,11.94562054,-5.744327068,2.726343393,13.4562912,-10.1960001,3.320316792,11.82729721,-5.698853493,-3.515879869,-4.317033768,-2.383381128,3.220964432,-4.995773792,1.941645741,1539.863345,1714.236895,21.56405776,3458.23492,1539.863345,2691.693055,1
-523.6766968,107.7266922,22.3645134,-17.45183945,-20.7175293,-22.87364388,-18.02402115,-2.971393585,0.756632626,-9.148790359,-13.42903996,-9.625200272,-6.920416832,-3.504934788,0.217542529,-3.548382998,-10.21227741,-9.847147942,-7.020530224,-8.200726509,1482.115629,1228.088994,23.20220022,2815.702217,1482.115629,3030.91179,1
-422.8046875,140.3212891,-61.53693008,12.72201538,31.64302826,-14.18043709,12.76113129,11.8639698,-4.646134853,7.206949234,3.606372356,1.997504592,4.072180748,0.665591836,5.543685913,0.51477325,-1.100861907,7.610586166,-0.071640864,-2.230989456,1925.969991,1729.143962,22.33230912,3927.393714,1925.969991,3920.823783,1
-438.8357544,165.9988556,-1.072528601,12.23901844,25.49852562,-0.188668728,5.240767479,8.773182869,6.576722622,7.05962038,1.381895542,0.049412806,0.663280487,0.250788808,-3.099939346,-6.405940533,1.418522239,3.72786212,-1.416365385,2.52494812,1172.025602,1409.00792,20.52778266,2253.860828,1172.025602,2502.465858,1
-517.1990967,83.58231354,4.163994789,4.290886879,-0.700836301,-7.688323498,0.995953739,-4.283016205,-9.04841423,-8.692931175,-6.123427391,-0.337024003,-6.591402531,-7.922221661,-0.511092246,-4.548201561,-4.023086548,-0.376049638,-4.884669781,-2.18098712,2020.346037,1675.20364,20.05253525,3713.0496,2020.346037,3315.860823,1
-428.7616882,194.2610168,-21.33007813,21.6389389,3.358962774,-10.83042526,20.58592606,-6.918876171,4.148184776,17.13177299,-2.805130243,12.63472652,8.63589859,-0.363486171,10.16570663,-3.192810774,-0.935170293,5.20269537,-4.793724537,4.609135151,1339.006356,1668.213684,20.22647844,2694.310238,1339.006356,2075.745609,1
-304.085144,127.157341,-21.52394295,13.62369061,-3.343232632,-24.44090843,16.89914894,3.82247448,-5.393791676,18.39811325,2.460466146,-11.56147861,-5.152657509,-2.726387024,1.117288828,-9.850085258,-16.46172714,-6.986786366,-11.87129498,-10.15843296,1719.363391,1767.642734,25.2111884,3884.674782,1719.363391,2759.492727,1
-355.7271118,182.7781982,-24.34288979,-4.142933369,-4.63021183,-30.47922325,-4.411262035,-7.627506256,-10.14851189,0.593387306,-10.32248497,-7.960292816,-4.046361446,-6.047388077,5.233273983,0.484371066,-8.642618179,-0.854915321,-1.478247285,-7.272965908,1554.116375,1419.810286,22.67694497,2958.465576,1554.116375,3255.967235,1
-551.4788208,191.1062622,4.742797852,18.47420883,-13.85386276,-21.18284988,23.53522682,1.387634277,-5.513562202,2.326158047,-10.88687515,0.633089066,-0.976467311,-7.022425175,2.973626137,-4.836995602,-1.765832305,1.759922028,-9.89056778,-1.378222942,1191.029749,1513.145418,23.15957518,2288.938492,1191.029749,2596.378147,1
-417.7767029,166.0792236,-16.32687187,7.62413311,-0.055486161,-20.71765709,18.53393745,13.5531826,-7.737305641,-10.30585766,-12.54165649,4.987045288,-1.008312464,-24.99285698,-9.213606834,4.08216238,-3.579142094,-7.089321613,-15.57291317,-13.30574417,1462.135817,1390.330445,26.72441124,2595.362464,1462.135817,3262.416892,1
-547.8651733,150.4801178,-42.7217865,17.39049149,8.145612717,-29.60264587,10.7077055,-1.441914201,-14.74911976,3.94943881,-7.829456806,-3.547761202,6.696928024,-6.50733614,-5.585338116,-4.69453764,-9.056113243,-6.336489201,-9.847265244,-5.04962492,2258.668857,1837.704371,21.54791669,4481.580946,2258.668857,3322.814971,1
-460.5653381,147.6524506,-8.196677208,-7.796884537,-5.691222191,-16.77043915,10.83297253,6.589544296,-16.91586304,-15.25185394,-10.24672413,-2.368685961,-0.417811036,-12.51138878,-10.82703114,-2.564174652,-6.127097607,-8.469565392,-7.052672386,-7.793700218,1571.823942,1499.390216,23.40029315,3197.4246,1571.823942,2686.065162,1
-282.2602844,117.0915298,-17.97211647,22.38389397,-6.215674877,7.726198196,-20.09030151,-8.473542213,-0.881839275,-12.4968729,-1.619811773,-7.051165581,-8.516589165,-5.116414547,-4.656676769,-4.095982552,-2.325863838,-8.71734333,-9.899041176,-1.353709817,2631.057753,3210.577072,22.5348729,5300.662364,2631.057753,6020.379968,1
-324.649292,106.0221252,-10.99125862,34.85271454,0.82908237,4.979809761,-10.49056625,-10.72973633,0.204501048,-7.800874233,-8.772161484,-7.544312477,-3.820201397,-6.41983366,-4.528970242,-3.97858572,-5.106814861,-1.82002902,-5.527168274,-5.333853722,2816.546738,3221.996286,22.03351487,5654.604602,2816.546738,8619.083157,1
-472.3294067,141.0354767,12.12978554,16.18621254,7.01841259,-15.67801571,1.84813273,3.016456604,-3.319169998,0.511408031,-4.739169598,-2.740777016,2.062338829,0.313541293,1.863412857,-1.303396344,-0.121046893,6.868449211,-0.99003154,-6.186962128,1047.388994,1526.845583,22.32675621,2321.81141,1047.388994,1990.312771,1
-438.0034485,154.9031982,-39.29332352,15.25938606,8.05572319,-27.85001183,6.002617836,3.959630013,5.347139835,14.97006989,-0.006931799,9.337400436,11.1564436,4.166897297,16.53174591,4.475759506,-4.878659725,6.393293381,-2.43688035,-5.011423111,1462.849565,1722.229603,23.46427759,3230.650436,1462.849565,2099.616174,1
-577.8371582,157.8343201,-15.92481232,13.53505898,12.23331928,-14.08194637,9.336019516,4.992165089,-0.062255096,7.450622559,-0.632468522,3.76539135,3.59396553,-4.638965607,2.054910898,2.189575672,0.942139566,3.523622036,-1.835167766,1.64451623,1553.24494,1636.136055,20.67377042,3183.184956,1553.24494,2346.484179,1
-462.254364,136.1804047,-39.0866394,-14.05838108,8.964675903,-19.57584953,-6.396607876,-9.070297241,-26.37868309,-3.648790359,7.400804996,-7.966665268,-6.763419628,1.322873235,-0.985097468,-8.561961174,-13.61527061,-8.325191498,-3.393334866,-7.275726795,1899.479034,1569.151592,26.24663212,3905.65952,1899.479034,2970.019114,1
-415.3456421,157.8453369,-36.30324173,43.74874878,19.99546432,-21.55935669,15.33633804,-3.050732374,2.820744038,18.24698639,-5.532921314,2.688037872,4.356123447,-0.982713938,10.22159386,-1.20790267,0.836583197,6.449625015,-8.724651337,0.501136959,1666.214832,1891.624677,22.18311165,3848.950763,1666.214832,3758.785077,1
-403.3373413,86.84500885,-18.57124519,22.23735428,7.043052197,-0.816765189,-9.384057045,-7.108573437,-6.879814148,-2.759836197,-5.032387257,-11.14449024,-2.55363059,-4.164523125,-6.323595524,0.379307389,-3.486538649,-3.94183135,-3.305032015,1.270964742,4798.305169,4344.542924,20.40445719,8789.861675,4798.305169,14458.11025,1
-382.5013428,194.5575867,-57.15786362,21.65755653,6.626788139,-18.73770332,25.74188232,-8.078615189,-3.521374226,15.17351532,-10.40850067,8.394783974,8.731351852,-7.663475037,6.991388321,-3.425403595,-2.888103724,8.684271812,-5.632516384,1.201966763,1785.510705,1751.706773,21.0540497,3748.273983,1785.510705,2498.774577,1
-492.8139954,139.2793732,-0.558116138,16.07559776,17.85978508,2.43930459,19.50152016,12.89560032,2.503702879,2.856693029,-2.876361132,-1.837267637,0.736063063,4.981769085,4.137928486,-8.259823799,-6.589809895,-3.261142492,-8.161212921,-1.307886481,1155.757293,1514.861302,21.88608995,2372.488839,1155.757293,3049.456103,1
-256.9008179,143.2320862,-22.23834991,8.953372955,2.662788391,-22.62356186,-5.402359009,-12.76875973,-8.250434875,-3.085289478,-12.54005623,1.403552294,2.718342066,-5.291384697,-4.979000568,-15.57526016,-8.117790222,-3.20301652,-20.2185421,-9.678244591,1393.81945,1357.920291,24.76074412,2481.445313,1393.81945,2854.210985,1
-414.5106506,114.3924179,2.055850506,-8.010875702,-17.28603554,-10.26813507,7.323928833,-10.51110649,-8.493940353,0.24902162,-10.84611988,-0.992734134,3.196202517,-7.145612717,-1.097959042,-2.440304518,-7.729000092,-2.588864565,-5.064555168,-4.855964661,1992.033223,1854.16609,19.98177347,3915.716912,1968.870045,6266.590346,1
-498.1414185,142.3081055,16.67986488,-19.32421684,-19.71312714,-12.05383587,6.787964821,2.264875889,-11.82408905,-10.10882568,-9.351964951,-5.814523697,6.242265224,3.884158134,-9.035784721,-8.497775078,-0.461331576,-0.607501328,-3.618340015,-3.386099339,1712.977873,1376.3608,19.6506508,3260.128997,1712.977873,3821.721554,1
-400.5236206,97.99479675,-5.869184017,-6.199284077,8.130253792,2.359874487,10.83421516,12.03999138,0.718208194,-4.032800674,-3.556987762,-1.762975216,-3.781134844,-5.336135864,-1.703360558,-5.778499126,-9.329651833,-0.819527328,-0.715200663,-6.392861843,1427.780638,1328.753987,22.05064388,2644.077035,1427.780638,3345.390437,1
-432.6443787,150.0442352,-29.71235275,-5.23545742,-0.438508332,-12.88919449,4.857126713,-10.37608528,-5.799370289,1.601320505,-16.25937271,0.187821358,7.988209248,-7.782064438,0.125179261,-2.021128178,-9.225495338,-0.114048474,-3.633301258,-4.902186394,1909.706332,1605.269104,22.71445382,3669.081577,1909.706332,3797.068679,1
-316.2155151,167.2057953,-38.99575424,33.08784866,11.01365471,-34.07929611,12.31744289,-0.66738975,-9.79962635,11.6301403,0.42733559,0.693675101,1.047046661,-2.207880974,4.757909775,-6.866455078,-2.721109867,8.748894691,-6.001955032,-2.863737822,1944.167011,1848.903565,22.1819148,4180.959302,1944.167011,3267.034927,1
-533.3041992,147.3012543,-24.43073654,13.31897449,8.232568741,-16.6972084,9.912401199,0.293666333,-0.979946434,8.101231575,-8.31152153,-0.344656825,4.48392868,-6.596545219,3.086043835,2.381205797,-4.697023869,0.309185296,-3.38083005,-2.704048395,1855.457214,1738.725425,21.55124699,3772.256541,1855.457214,3895.34824,1
